,Unnamed: 0,ann_id,ann_file_id,ann_file,argQ_id,claim_id,claim_text,claim_label,claim_first_carach_pos,claim_last_carach_pos,relation_ids,relation_types,premise_ids,premise_labels,premise_first_carach_pos,premise_last_carach_pos,premise_texts,SPECIFIC,PERSUASIVE,STRONG,OBJECTIVE,TEMPORALHISTORY,global_arg_id,valid,nbr_ATTACK,nbr_SUPPORT,nbr_PREMISE_Fact,nbr_PREMISE_Hypothesis,nbr_PREMISE_Other,nbr_PREMISE_RealExample,nbr_PREMISE_Statistic,nbr_tokens_per_premises_list,nbr_sentences_per_premises_list,nbr_sentences_per_claim,nbr_tokens_per_claim,year,quarter,nbr_premises,company_name,nbr_sentences_per_argument,nbr_tokens_per_argument,sum_nbr_tokens_per_premises_list,sum_nbr_sentences_per_premises_list,nbr_CLAIM-Opinion(view),nbr_CLAIM-Fact,nbr_CLAIM-Value,nbr_CLAIM-Other,nbr_CLAIM-Policy
32,32,5,AAPL_Q1_2019_20348_5,AAPL_Q1_2019_20348,ArgQ0,eFpkOFf_4o,"As we always do when we provide a range, it's a range that we believe we're going to fall within.",CLAIM-Opinion(view),721,818,['R0'],['SUPPORT'],['W-SCwc5Qte'],['PREMISE-Fact'],['819'],['889'],"[""We've done pretty well with that up until the December quarter, right?""]",2,0,0,1,2,AAPL_Q1_2019_20348_ArgQ0,1.0,0,1,1,0,0,0,0,[15],[1],1,24,2019,Q1,1,AAPL,2,39,15,1,1,0,0,0,0
33,33,5,AAPL_Q1_2019_20348_5,AAPL_Q1_2019_20348,ArgQ1,u9UOs9RnJ6,We do design our products to last as long as possible.,CLAIM-Fact,2869,2923,"['R1', 'R2']","['SUPPORT', 'SUPPORT']","['9DlXRJLLd7', 'Y434eq5chj']","['PREMISE-Fact', 'PREMISE-Fact']","['2924', '3011']","['3010', '3069']","['Some people hold onto those for the life of the product and some people trade them in.', 'And then that phone is then redistributed to someone else.']",2,1,1,1,-1,AAPL_Q1_2019_20348_ArgQ1,1.0,0,2,2,0,0,0,0,"[18, 11]","[1, 1]",1,12,2019,Q1,2,AAPL,3,41,29,2,0,1,0,0,0
34,34,7,FB_Q4_2016_17296_7,FB_Q4_2016_17296,ArgQ0,vAB23xJ3M6,We've worked hard on products ads that get to products.,CLAIM-Fact,260,315,"['R0', 'R1', 'R2']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['ywPMseqnb3', 'wPhiFqNn3L', 'OGgWoR9kjN']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact']","['316', '393', '441']","['392', '440', '666']","[""So you've seen us work on dynamic ads, carousel ads, estimated store visits."", 'Things that help our ad business sell products.', 'You are seeing us take other steps like a buy button, like the Marketplace launch, which are really aimed at improving some of the experiences we think people are trying to have and already having in organic ways on Facebook.']",1,2,2,1,-1,FB_Q4_2016_17296_ArgQ0,1.0,0,3,3,0,0,0,0,"[17, 9, 43]","[1, 1, 1]",1,12,2016,Q4,3,FB,4,81,69,3,0,1,0,0,0
35,35,7,FB_Q4_2016_17296_7,FB_Q4_2016_17296,ArgQ1,QxFopAK4tI,And so we're looking at getting the right message the right time.,CLAIM-Fact,194,259,['R3'],['SUPPORT'],['jDuZ-drenc'],['PREMISE-Fact'],['114'],['193'],['The core of our business is really connecting people with what they care about.'],1,1,1,1,-1,FB_Q4_2016_17296_ArgQ1,1.0,0,1,1,0,0,0,0,[15],[1],1,14,2016,Q4,1,FB,2,29,15,1,0,1,0,0,0
36,36,7,AAPL_Q1_2018_18850_7,AAPL_Q1_2018_18850,ArgQ0,V9oWm0paH2,"We’re not releasing a user number,",CLAIM-Fact,1289,1323,"['R0', 'R1']","['SUPPORT', 'SUPPORT']","['zTlYMrR5cM', '6pn8-Cr5zx']","['PREMISE-Other', 'PREMISE-Fact']","['1324', '1405']","['1404', '1467']","['because we think that the proper way to look at it is to look at active devices.', ""It's also the one that is the most accurate for us to measure.""]",0,2,1,0,-1,AAPL_Q1_2018_18850_ArgQ0,1.0,0,2,1,0,1,0,0,"[18, 15]","[1, 1]",1,9,2018,Q1,2,AAPL,3,42,33,2,0,1,0,0,0
37,37,9,FB_Q1_2015_17198_9,FB_Q1_2015_17198,ArgQ0,8w8JoXHf80,"And so I think we have a considerable opportunity to grow, and we also expect those underlying numbers time on mobile to continue to grow.",CLAIM-Opinion(view),1951,2089,"['R0', 'R1', 'R2', 'R3']","['SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']","['Th9Gk0aBT7', '91V3xGqzqu', '_w2aM73Rz2', 'MVOpubUc8K']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Statistic', 'PREMISE-Statistic']","['1455', '1556', '1653', '1866']","['1555', '1652', '1865', '1950']","['In terms of penetration, we work with almost all the large marketers almost everywhere in the world.', 'But even for the largest, the largest clients we have, we are a very small part of their budget.', ""I don't think we have any large clients, if you look at 25% in the U.S. of consumer media time is on mobile and then 20% of mobile time goes to Facebook and Instagram that would be 5% of U.S. consumer media time."", ""With our largest clients, even our large ones, we're not close to 5% of their spend.""]",1,2,2,1,-1,FB_Q1_2015_17198_ArgQ0,1.0,0,4,2,0,0,0,2,"[19, 22, 49, 21]","[1, 1, 1, 1]",1,27,2015,Q1,4,FB,5,138,111,4,1,0,0,0,0
38,38,9,FB_Q1_2015_17198_9,FB_Q1_2015_17198,ArgQ1,4Wy7zImnW5,The primary goal is to increase the quality.,CLAIM-Fact,2255,2299,['R4'],['SUPPORT'],['nj1EBiqKSm'],['PREMISE-Fact'],['2300'],['2345'],"[""That's our strategy for growing the business.""]",1,0,0,1,-1,FB_Q1_2015_17198_ArgQ1,1.0,0,1,1,0,0,0,0,[9],[1],1,9,2015,Q1,1,FB,2,18,9,1,0,1,0,0,0
39,39,9,FB_Q1_2015_17198_9,FB_Q1_2015_17198,ArgQ2,GneyB4DCbu,There's more inventory that we can open up on Instagram over time,CLAIM-Fact,2346,2411,['R5'],['SUPPORT'],['XmMVg263IK'],['PREMISE-Fact'],['2412'],['2584'],"[""because it's so early, but we're going to do that once we get to formats that are working well for businesses and that we feel really good about in the consumer experience.""]",2,0,1,1,-1,FB_Q1_2015_17198_ArgQ2,1.0,0,1,1,0,0,0,0,[36],[1],1,13,2015,Q1,1,FB,2,49,36,1,0,1,0,0,0
40,40,9,FB_Q1_2015_17198_9,FB_Q1_2015_17198,ArgQ3,fEPjwLMXTg,And our response has been that we're going to focus on improving the quality and relevance and that's both going to perform better for the people using our services and businesses who are buying ads.,CLAIM-Fact,2810,3009,['R6'],['SUPPORT'],['2sVQe5PDYw'],['PREMISE-Fact'],['2585'],['2809'],"[""And this has been a theme for our ad strategy and product development for more than a year now, maybe two years, where folks have consistently asked us what we're going to do to increase the amount of ads that we're showing.""]",1,1,1,1,0,FB_Q1_2015_17198_ArgQ3,1.0,0,1,1,0,0,0,0,[47],[1],1,38,2015,Q1,1,FB,2,85,47,1,0,1,0,0,0
41,41,9,FB_Q1_2015_17198_9,FB_Q1_2015_17198,ArgQ4,gJ-yKgCeU7,"Our growth was really strong across all of our marketer segments, but we had a particularly good quarter in brands, I think driven by two things.",CLAIM-Opinion(view),571,716,"['R7', 'R8', 'R9', 'R10']","['SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']","['upbiKJlRNL', 'II6VMpCBzg', '9MLxzKNyrt', 'h6dfzeZZAv']","['PREMISE-Fact', 'PREMISE-Other', 'PREMISE-Fact', 'PREMISE-Fact']","['717', '1107', '1134', '862']","['861', '1133', '1265', '1106']","['The first is that we really have a great platform to do creative storytelling on mobile and I think we have that in a way that no one else does.', 'The second thing is video.', 'Video is exploding on Facebook, as Mark talked about, and that gives us an opportunity to do a lot of work with marketers on video.', ""Our mobile ad product is so integrated into the user experience and provides real creative flexibility that people have a way to reach people on mobile and that's becoming increasingly important in telling the stories that drive their business.""]",1,1,1,0,-1,FB_Q1_2015_17198_ArgQ4,1.0,0,4,3,0,1,0,0,"[31, 6, 28, 41]","[1, 1, 1, 1]",1,29,2015,Q1,4,FB,5,135,106,4,1,0,0,0,0
42,42,8,AMZN_Q4_2017_18370_8,AMZN_Q4_2017_18370,ArgQ0,KAMnswSPnn,"So it's a very clean operational quarter, I would say.",CLAIM-Fact,1145,1199,"['R0', 'R1']","['SUPPORT', 'SUPPORT']","['LjXVYQ9ahy', 'IIWxDTtVEF']","['PREMISE-Statistic', 'PREMISE-Fact']","['748', '929']","['928', '1144']","['So for the quarter, we came in at the highest end of our revenue range, $60.5 billion, 26 -- 36% FX-neutral growth and 25% FX-neutral growth, excluding the Whole Foods acquisition.', 'So the fact that we came in at the high end of the range, volume was high, especially in North America, and a lot of times in Q4 and other quarters actually, we see better efficiencies when the warehouses were busy.']",1,1,1,1,-1,AMZN_Q4_2017_18370_ArgQ0,1.0,0,2,1,0,0,0,1,"[39, 46]","[1, 1]",1,13,2017,Q4,2,AMZN,3,98,85,2,0,1,0,0,0
43,43,8,AMZN_Q4_2017_18370_8,AMZN_Q4_2017_18370,ArgQ1,QILjNH9acQ,"So amid all these opening of new buildings, many of them late in the year, the ops team did a fantastic job.",CLAIM-Fact,1450,1558,"['R2', 'R3']","['SUPPORT', 'SUPPORT']","['yCnLsNpW06', '9585zqq4_5']","['PREMISE-Fact', 'PREMISE-Statistic']","['1200', '1326']","['1325', '1449']","['The ops team did a great job handling record volumes in Q4 and also incorporating all the new capacity we had opened in 2017.', 'If you remember, we have added over 30% to our fulfillment square footage in 2017, coming off the similar increase in 2016.']",1,1,1,1,1,AMZN_Q4_2017_18370_ArgQ1,1.0,0,2,1,0,0,0,1,"[25, 26]","[1, 1]",1,25,2017,Q4,2,AMZN,3,76,51,2,0,1,0,0,0
44,44,8,AMZN_Q4_2017_18370_8,AMZN_Q4_2017_18370,ArgQ2,DSpJIxufMU,"So particularly in North America, I would say there's the volume -- the strong volume -- top line volume, combined with increased advertising revenues and also very clean operational performance.",CLAIM-Fact,1943,2138,['R4'],['SUPPORT'],['6mXHd3ghsU'],['PREMISE-Statistic'],['1805'],['1942'],"['I would also point out, AWS had a strong quarter, accelerating growth versus Q3 and also expanding operating margins by 100 basis points.']",1,1,1,1,2,AMZN_Q4_2017_18370_ArgQ2,1.0,0,1,0,0,0,0,1,[26],[1],1,34,2017,Q4,1,AMZN,2,60,26,1,0,1,0,0,0
45,45,8,AMZN_Q4_2017_18370_8,AMZN_Q4_2017_18370,ArgQ3,F4X7kgpNLe,"Obviously, there's a lot of things that can happen in Q4 from weather to demand patterns changing.",CLAIM-Fact,2139,2237,['R5'],['SUPPORT'],['0Oa3Utm-Jr'],['PREMISE-Fact'],['2238'],['2396'],"[""We've seen additional costs creep in, in the name of customer experience in prior years, and this was, in hindsight, probably one of the cleaner Q4s recently.""]",1,1,2,1,2,AMZN_Q4_2017_18370_ArgQ3,1.0,0,1,1,0,0,0,0,[33],[1],1,20,2017,Q4,1,AMZN,2,53,33,1,0,1,0,0,0
46,46,7,FB_Q4_2019_17760_7,FB_Q4_2019_17760,ArgQ0,JNod_JUR1J,"We're going to keep the brands, right, from all the apps.",CLAIM-Fact,896,953,['R0'],['SUPPORT'],['t0fsT3qyW8'],['PREMISE-Fact'],['954'],['1067'],"['Of course, right, I mean these are large communities that people love and strongly associate with a specific app.']",1,1,1,1,-1,FB_Q4_2019_17760_ArgQ0,1.0,0,1,1,0,0,0,0,[22],[1],1,15,2019,Q4,1,FB,2,37,22,1,0,1,0,0,0
47,47,7,FB_Q4_2019_17760_7,FB_Q4_2019_17760,ArgQ1,amrOBPOKPX,"In terms of integration, all the apps are already very integrated today.",CLAIM-Opinion(view),1102,1174,"['R1', 'R2', 'R3']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['bKaiFZxygk', 'qt9_qYl7qT', 'Rp1hVDpdF3']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact']","['1175', '1216', '1338']","['1215', '1337', '1428']","['We all run off of common infrastructure.', ""We've tried to run the company in a way where we have -- we set up the infrastructure, and we set up the business models."", 'That way, an engineer improving the efficiency of one system makes all of the apps better.']",2,2,1,1,-1,FB_Q4_2019_17760_ArgQ1,1.0,0,3,3,0,0,0,0,"[8, 28, 18]","[1, 1, 1]",1,14,2019,Q4,3,FB,4,68,54,3,1,0,0,0,0
48,48,7,AMZN_Q2_2018_18389_7,AMZN_Q2_2018_18389,ArgQ0,p7kImw-r5R,We had – what I attribute it to is continued strength in our – some of our most profitable areas.,CLAIM-Fact,622,719,"['R0', 'R1', 'R2', 'R3']","['SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']","['Ybw4WdwLqt', 'c-JvDeXKo6', 'BdlIKQW_7f', 't3fK5WyGm_']","['PREMISE-Statistic', 'PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Statistic']","['720', '805', '841', '980']","['804', '840', '979', '1361']","['AWS had its third consecutive quarter of accelerating growth, 49% FX-neutral growth.', 'Advertising also had strong growth.', 'Elsewhere we saw probably better than expected efficiencies in operations, our infrastructure costs, and generally all of our fixed costs.', ""You'll note that in the first half of the year capital leases were flat year-over-year, although we're up 20% for the full trailing 12 months, in the last 6 months it's been pretty flat as the team has really worked well to plan our data centers run our data centers more efficiently, even to meet again increasing usage at our customers; usage rates are exceeding our growth rate.""]",2,2,2,1,3,AMZN_Q2_2018_18389_ArgQ0,1.0,0,4,2,0,0,0,2,"[15, 6, 23, 77]","[1, 1, 1, 1]",1,21,2018,Q2,4,AMZN,5,142,121,4,0,1,0,0,0
49,49,7,AMZN_Q2_2018_18389_7,AMZN_Q2_2018_18389,ArgQ1,sahSNFzNIz,"Even while in International, we're continuing to invest in a lot of areas, we continue to frontload Prime benefits for the newer geographies, we continue to launch new countries as we launch Prime in Australia recently.",CLAIM-Fact,1704,1923,"['R4', 'R5']","['SUPPORT', 'SUPPORT']","['I0O2lKkB38', 'LRNt_G8UYF']","['PREMISE-RealExample', 'PREMISE-RealExample']","['1924', '2010']","['2009', '2072']","[""We've launched devices in multiple countries, Echo and Alexa were launched in France."", 'Echo Spot was launched in India and Japan in the last quarter.']",2,2,2,1,2,AMZN_Q2_2018_18389_ArgQ1,1.0,0,2,0,0,0,2,0,"[16, 13]","[1, 1]",1,41,2018,Q2,2,AMZN,3,70,29,2,0,1,0,0,0
50,50,5,AAPL_Q1_2016_17578_5,AAPL_Q1_2016_17578,ArgQ0,cr7bP05OBM,"But at this point in time, we see that Q2 is the toughest compare.",CLAIM-Opinion(view),1367,1433,"['R0', 'R1', 'R7']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['415RNgnkkq', 'DquuOpXeAd', 'tSmaljjX8b']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact']","['1536', '1655', '1471']","['1654', '1960', '1535']","['If you recall, we were heavily supply constrained throughout the whole of Q1 and so some of that demand moved into Q2.', ""Plus we're in an environment now that is dramatically different from a macroeconomic point of view than last Q2, from a currency point of view, from the level of which we've had to adjust pricing in several of these markets, and sort pf the overall [Indiscernible] in virtually every country in the world."", 'because of the year ago quarter also had catch up in it from Q1.']",2,2,1,1,1,AAPL_Q1_2016_17578_ArgQ0,1.0,0,3,3,0,0,0,0,"[24, 61, 15]","[1, 1, 1]",1,16,2016,Q1,3,AAPL,4,116,100,3,1,0,0,0,0
51,51,5,AAPL_Q1_2016_17578_5,AAPL_Q1_2016_17578,ArgQ1,FLBW3ifxUV,"And certainly if you go outside of China into the other emerging markets, our share is much lower and the LTE penetration is so low, I mean in some cases, it's zero, that it indicates to me that there's still a lot of people, a tremendous number of people in the world, that will buy smartphones and we ought to be able to win over our fair share of those.",CLAIM-Opinion(view),2819,3175,['R2'],['SUPPORT'],['oYVQMf4KNi'],['PREMISE-RealExample'],['2693'],['2818'],"['For example, almost half of the iPhones that we sold in China last quarter were to people who were buying their first iPhone.']",2,2,1,1,2,AAPL_Q1_2016_17578_ArgQ1,1.0,0,1,0,0,0,1,0,[25],[1],1,79,2016,Q1,1,AAPL,2,104,25,1,1,0,0,0,0
52,52,5,AAPL_Q1_2016_17578_5,AAPL_Q1_2016_17578,ArgQ2,vw_Vc6GPeR,"So, we are growing at very, very healthy levels okay.",CLAIM-Opinion(view),4861,4914,['R3'],['SUPPORT'],['vJTVUAAHLI'],['PREMISE-Statistic'],['4719'],['4860'],"['when you look at it from a purchase value standpoint, actually in the December quarter, we grew 24%, and for the fiscal 2015, we grew at 23%.']",2,2,1,1,2,AAPL_Q1_2016_17578_ArgQ2,1.0,0,1,0,0,0,0,1,[34],[1],1,13,2016,Q1,1,AAPL,2,47,34,1,1,0,0,0,0
53,53,5,AAPL_Q1_2016_17578_5,AAPL_Q1_2016_17578,ArgQ3,PTHEfF-w4l,"The first one is that of the services that we report, there's a portion, about 85% of all of the services that we report is directly tied to the installed base.",CLAIM-Value,3952,4112,"['R4', 'R5', 'R6']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['sfeR7yAFMO', 'NurQW8Nc1l', 'dOIOIsliW5']","['PREMISE-RealExample', 'PREMISE-RealExample', 'PREMISE-RealExample']","['4246', '4548', '4354']","['4353', '4714', '4547']","['A perfect example would be an Apple Care agreement that you purchase at the time of the sale of the device.', 'And then there are transactions, like for example, App Store sales, where a portion of the transaction does not get recognized by Apple, but it goes to the developer.', 'And then we are showing that on that portion of installed base driven services business, there is a part that is related to -- where we recognize revenue in terms of the full transaction value.']",1,1,1,1,-1,AAPL_Q1_2016_17578_ArgQ3,1.0,0,3,0,0,0,3,0,"[22, 34, 37]","[1, 1, 1]",1,36,2016,Q1,3,AAPL,4,129,93,3,0,0,1,0,0
54,54,8,AMZN_Q4_2016_17418_8,AMZN_Q4_2016_17418,ArgQ0,_FUEnzM-hU,We're really glad to see that and that creates a great base of Echo and Alexa fans out there.,CLAIM-Opinion(view),1339,1432,"['R0', 'R3', 'R5', 'R6']","['SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']","['rNrHidFEBe', '6o4Rd23itl', 'HnWbw3lnat', 'C99CPhV-Ec']","['PREMISE-Statistic', 'PREMISE-RealExample', 'PREMISE-Statistic', 'PREMISE-Fact']","['1433', '1966', '1184', '1310']","['1645', '2080', '1309', '1338']","[""We've added 4,000 skills to Alexa since I last spoke to you in October and we're working with a lot of major companies as they add abilities, too, for our customer base to use the Alexa or the Echo to reach them."", ""If you've seen in the quarter, we added Alexa capabilities to our tablets and Fire TV devices, making them better."", 'As we mentioned in our press release, the unit sales of Echoes grew nine times, 9x, year-over-year during the holiday period.', 'So, great customer adoption.']",2,1,2,0,-1,AMZN_Q4_2016_17418_ArgQ0,1.0,0,4,1,0,0,1,2,"[47, 24, 25, 6]","[1, 1, 1, 1]",1,21,2016,Q4,4,AMZN,5,123,102,4,1,0,0,0,0
55,55,8,AMZN_Q4_2016_17418_8,AMZN_Q4_2016_17418,ArgQ1,1i00RsvUwt,"So, the skills addition should continue.",CLAIM-Fact,1713,1753,"['R1', 'R2']","['SUPPORT', 'SUPPORT']","['AXoJ6pWzQz', '1YZfi95J8D']","['PREMISE-Fact', 'PREMISE-Fact']","['1646', '1754']","['1712', '1937']","['Tens of thousands of developers are building new skills for Alexa.', 'And just as importantly, tens of thousands of developers are also using the Alexa Voice Service to help integrate Alexa into their products, which then creates a great network effect.']",1,1,1,1,-1,AMZN_Q4_2016_17418_ArgQ1,1.0,0,2,2,0,0,0,0,"[12, 33]","[1, 1]",1,8,2016,Q4,2,AMZN,3,53,45,2,0,1,0,0,0
56,56,8,AMZN_Q4_2016_17418_8,AMZN_Q4_2016_17418,ArgQ2,NgOee4cETb,What we do like is the engagement with Prime.,CLAIM-Opinion(view),2512,2557,['R4'],['SUPPORT'],['Cwd7s1Hbei'],['PREMISE-Statistic'],['2355'],['2511'],"[""As you know, back in Q1 we gave an active customer count that exceeded 300 million and I can say it's still growing and we're pleased with the number there.""]",1,0,1,1,-1,AMZN_Q4_2016_17418_ArgQ2,1.0,0,1,0,0,0,0,1,[34],[1],1,10,2016,Q4,1,AMZN,2,44,34,1,1,0,0,0,0
57,57,7,FB_Q1_2019_17719_7,FB_Q1_2019_17719,ArgQ0,TQAFS1qLOS,"The first is just the evolution of the regulatory landscape, and here I would point to regulations like GDPR.",CLAIM-Fact,3494,3603,"['R0', 'R1']","['SUPPORT', 'SUPPORT']","['2PXU3A6H89', 'OTsYhrlKO0']","['PREMISE-Fact', 'PREMISE-Fact']","['3604', '3834']","['3833', '3940']","['The number of people who have opted out on using context from the apps and websites they visit for ad targeting has continued to increase since the adoption of GDPR, so we’ve seen that come up both in Europe and around the world.', 'That means those people are seeing less relevant ads and that’s an ad targeting headwind for our business.']",2,2,1,1,-1,FB_Q1_2019_17719_ArgQ0,1.0,0,2,2,0,0,0,0,"[47, 21]","[1, 1]",1,21,2019,Q1,2,FB,3,89,68,2,0,1,0,0,0
58,58,7,FB_Q1_2019_17719_7,FB_Q1_2019_17719,ArgQ1,KdCVgHVNIf,And the third is Facebook – our own product changes.,CLAIM-Fact,4076,4128,"['R2', 'R3']","['SUPPORT', 'SUPPORT']","['OT_jXh5GL3', 'JKJPeXvxjM']","['PREMISE-RealExample', 'PREMISE-Fact']","['4129', '4243']","['4242', '4341']","['For example, in the fall we plan to roll out our tool for seeing and clearing your off-Facebook browsing history.', 'In addition, we’ve introduced restrictions on the use of certain targeting criteria from some ads.']",2,2,1,1,-1,FB_Q1_2019_17719_ArgQ1,1.0,0,2,1,0,0,1,0,"[22, 19]","[1, 1]",1,11,2019,Q1,2,FB,3,52,41,2,0,1,0,0,0
